Time of Day,Temperature,Humidity,CO2_InfraredSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
night,19.8,57.01,14.090247682971878,466.1220888186545,687.4036603362185,620.3329663203184,2.0,7241,heating_active,very_bright,Moderate Activity
night,19.77,57.08,119.53957850248636,449.7845485869479,688.1203055580214,601.0857532118029,2.0,7241,eco_mode,very_bright,Low Activity
evening,23.26,50.85,111.50702278222998,469.4410795275224,685.2658537413106,628.7590117591769,1.0,9241,heating_active,very_bright,Moderate Activity
night,19.72,57.16,114.5141727827575,447.3461010940093,678.3611606943762,598.8735943479609,2.0,7241,off,bright,High Activity
afternoon,23.64,49.12,112.31523014796754,470.5046044958729,631.0423868650902,577.6375735503427,3.0,4703,ventilation_only,moderate,Low Activity
night,19.7,57.24,116.84222779583445,464.00628277198206,691.5374472674905,595.3099750209639,2.0,7241,ventilation_only,bright,High Activity
night,19.68,57.28,112.9714730416834,457.3472864841971,675.4271099116579,601.966329178333,2.0,7241,eco_mode,bright,Moderate Activity
night,19.67,53.2,235.2177148823444,473.84456601589534,686.7634422803507,606.800806715609,2.0,7241,eco_mode,very_bright,Low Activity
night,19.99,52.77,9.23663337491125,416.1250258481141,676.5945371331891,598.5138850275173,1.0,6847,off,bright,Moderate Activity
night,18.67,53.63,131.86242774431312,482.6091576984511,479.0784181266493,615.7050698816056,1.0,7963,eco_mode,very_bright,Low Activity
night,17.77,52.66,121.58498215431456,490.0932730576724,717.917195343512,660.8011356578701,1.0,5820,ventilation_only,moderate,High Activity
night,19.64,57.32,113.41771925603835,451.2810127091497,686.6924053951758,608.9727912163845,2.0,7241,cooling_active,very_bright,High Activity
night,19.64,57.27,120.1613846788937,461.8398819602886,676.5530563697416,619.8366262246867,2.0,7241,ventilation_only,very_bright,High Activity
evening,24.15,46.51,215.62714808802457,448.8435414937626,687.5935069935354,614.4046092879936,1.0,7395,cooling_active,bright,High Activity
afternoon,24.04,53.41,115.93852527095288,482.1939561895146,648.3103892593224,584.8324697731198,1.0,8936,heating_active,bright,Low Activity
morning,19.65,57.13,118.0405322258907,463.0956522399955,681.901880524942,611.4073592072026,2.0,7241,eco_mode,bright,High Activity
morning,19.63,57.03,112.8150576129847,454.80618779422343,684.4523691938109,607.2586709806877,2.0,7241,heating_active,moderate,Low Activity
morning,19.67,56.89,111.07484472024862,450.9606040896185,684.7658610787544,610.6918131577763,2.0,7241,heating_active,moderate,Moderate Activity
afternoon,23.36,51.44,110.998540519663,480.79596425099754,671.5286858309146,592.526678681884,1.0,7058,eco_mode,very_bright,Low Activity
evening,24.06,44.04,105.26456311553984,496.3490414991878,703.3371823586402,629.3415891332893,1.0,8374,off,moderate,Moderate Activity
morning,27.53231933709369,56.64,119.06843632760275,458.3112392878575,481.806911451936,626.7622885622388,2.0,7241,ventilation_only,moderate,Moderate Activity
morning,19.66,53.2,115.60484479364092,461.08481240842593,679.7069984981069,616.1913081820801,2.0,7241,eco_mode,dim,Moderate Activity
morning,19.52,56.93,113.32713054388138,468.9333700083419,688.6054235054213,622.0384888982948,2.0,7241,heating_active,moderate,Moderate Activity
night,20.24,55.38,141.18509189375635,443.11938644564066,660.0913970505353,596.4258150409354,1.0,4507,heating_active,moderate,Low Activity
morning,19.42,57.26,108.08853828973756,474.4201200539284,683.6526811282414,618.4247204224235,2.0,7241,cooling_active,very_bright,Moderate Activity
evening,23.2,50.01,102.18535027501754,449.7078547909077,659.8211424733659,596.207004575777,2.0,6528,off,very_bright,Low Activity
morning,19.41,57.26,113.86353645862047,471.9975917116659,675.3508068368343,619.5536547940218,2.0,7241,cooling_active,bright,Low Activity
morning,19.42,53.2,112.56020010945338,470.39224739106027,698.6072550597709,614.9914745170995,2.0,7241,ventilation_only,very_bright,High Activity
morning,19.54,56.84,119.47786260661344,479.9737785250469,680.3749187762282,626.0134888883803,2.0,7241,eco_mode,moderate,Moderate Activity
afternoon,17.99,45.9,65.4945546115144,545.1633499052856,742.3678297987118,698.3004422372366,0.0,5820,eco_mode,dim,Moderate Activity
morning,19.45,56.96,113.51676452410167,460.2731185057873,688.6373424405174,612.0456369124141,2.0,7241,heating_active,bright,High Activity
night,17.79,45.105000000000004,113.71930715058448,443.89127974735715,676.905785153202,596.6816198563998,3.0,8052,cooling_active,very_bright,Low Activity
morning,20.17,53.2,111.31999265634528,464.88765041873745,684.708178305221,605.8369094610978,2.0,7241,eco_mode,bright,Low Activity
morning,19.45,53.2,118.6582671064593,470.7728854057892,692.4190050098894,616.4791521791701,2.0,7241,heating_active,very_bright,High Activity
evening,23.43,46.96,90.93576172366494,510.0751888838541,703.055657571623,636.320836092503,1.0,5693,eco_mode,bright,Moderate Activity
evening,24.11,48.51,120.2200350784408,455.0347997593826,665.8704671504652,602.9290426766286,2.0,7395,eco_mode,moderate,High Activity
morning,19.44,56.88,112.50237545661074,472.702615858456,694.6466324775738,618.8028392921243,2.0,7241,off,very_bright,High Activity
night,20.89,50.595,95.83423754507292,480.41924587899126,665.2804771186339,580.1466345758189,1.0,4703,maintenance_mode,moderate,Low Activity
morning,19.49,53.2,9.708423803720834,470.92060989043017,696.6786742712733,612.3103846653569,2.0,7241,maintenance_mode,moderate,High Activity
morning,18.24,45.85,76.07147181332962,546.111640513477,897.4569257827364,682.4557603016749,1.0,9241,cooling_active,bright,Moderate Activity
evening,23.52,43.25,88.69095396723489,496.306606538198,702.2978669314994,630.5220569357161,1.0,5693,heating_active,bright,Moderate Activity
morning,20.17,50.12,109.25784263316396,487.7556900202517,713.8997725502654,641.6519436045942,2.0,7241,heating_active,dim,Moderate Activity
morning,20.17,48.63,88.89660967913319,506.20139322614256,716.381725258338,663.2807920671153,2.0,7241,heating_active,very_bright,Moderate Activity
morning,19.01,48.24,93.72522155172972,515.0566365394267,732.8677991469121,670.8665027092804,2.0,7241,ventilation_only,very_bright,Low Activity
morning,18.88,48.26,90.22666387770369,515.1707481978019,731.9390481378728,668.5735839694734,2.0,7241,ventilation_only,very_bright,Moderate Activity
morning,9.691520316493069,48.13,81.91499370045977,545.9511078769001,745.6845604447667,664.8903663948716,2.0,3856,ventilation_only,very_bright,Moderate Activity
afternoon,19.94,50.71,99.57783211734976,462.3591051552191,701.001556435853,646.5750709686719,1.0,2847,cooling_active,moderate,Low Activity
night,20.17,57.44,116.12581159047814,461.1487132271296,673.0153235984909,597.716934866722,2.0,7241,eco_mode,bright,Moderate Activity
afternoon,18.38,52.94,115.78665591894703,422.9351852405671,689.2706940623982,598.4434662561686,1.0,2105,maintenance_mode,bright,Low Activity
morning,18.53,48.54,76.10431849046785,551.2050153816601,745.0925846385577,687.9987850986129,2.0,3856,eco_mode,moderate,Low Activity
morning,18.49,48.8,76.09127218810647,532.780366021546,752.6554130843737,701.7573679948356,1.0,3856,ventilation_only,very_bright,Moderate Activity
night,18.51,53.78,132.38750431778564,484.8344990470093,458.44642903104864,616.2985437890729,1.0,7963,maintenance_mode,dim,High Activity
morning,18.38,52.0,77.5950595185968,562.2114093291706,747.4891484394545,696.2149339838877,1.0,3856,eco_mode,bright,Low Activity
morning,18.36,49.22,69.3114842047527,558.6425264164657,741.0683173817612,713.2024143646495,1.0,3856,off,very_bright,Low Activity
morning,18.34,49.21,78.87284523304781,557.0991966507255,745.8407851782686,704.9872677996501,1.0,3856,eco_mode,bright,Low Activity
night,20.83,54.83,149.23828067811354,437.9975031823134,641.7799890807835,579.3350307393778,2.0,9184,heating_active,moderate,Low Activity
afternoon,19.02,51.51,100.75625767038296,491.38427239841405,715.4582015262092,654.9915803509328,1.0,2847,eco_mode,moderate,High Activity
afternoon,19.02,53.29,101.35636209084592,466.7228497523594,882.1796866939037,635.686074360479,1.0,3074,ventilation_only,moderate,Moderate Activity
morning,16.54,50.49,102.10834626555165,495.8004905919974,635.1170611225609,565.3679028344918,0.0,5820,cooling_active,very_bright,Low Activity
morning,28.18206341660294,48.22,75.34450823872588,561.9435788289599,763.9836594372628,696.7386343477182,1.0,3856,ventilation_only,dim,Low Activity
morning,17.99,48.15,65.07015159116793,567.7636660159493,765.7394313703331,713.0921588399499,1.0,3856,heating_active,bright,Low Activity
morning,19.67,48.49,69.85031073732391,553.4410321147476,760.6872432796498,706.8567635291245,1.0,3856,maintenance_mode,very_bright,Moderate Activity
morning,18.05,48.25,72.6797176123078,537.4705798179871,749.0309342494196,687.2932390101982,1.0,3856,cooling_active,moderate,Moderate Activity
morning,19.13,47.24,72.17489450807331,538.5401992031065,747.5634814506095,687.7082423950487,1.0,3856,off,moderate,Low Activity
morning,19.35,47.73,75.01891960081446,522.411937737481,735.9592867886907,678.6052614328994,1.0,3856,cooling_active,very_bright,Moderate Activity
night,20.94,57.07,128.20035587388227,437.2764405285995,487.8748036745314,577.4737267973404,1.0,4761,cooling_active,bright,Low Activity
morning,19.25,48.86,81.13088092543799,530.3683115820148,734.241059049178,679.0009283783061,1.0,3856,off,very_bright,Moderate Activity
morning,19.35,48.79,81.79239447987625,521.9270705808888,727.8104537000474,671.0199111703784,1.0,3856,ventilation_only,bright,Moderate Activity
afternoon,16.21,45.3,108.620596306263,549.5831882291582,741.0206242973419,676.7825528422926,1.0,8052,heating_active,moderate,Low Activity
morning,19.32,54.95,77.2237666696195,539.6107317174398,711.7257698428905,622.3370602782333,1.0,6528,heating_active,dim,Low Activity
morning,19.86,48.97,88.00285735062424,508.4308527136155,720.3360742952907,664.6216238471909,1.0,3856,eco_mode,very_bright,Low Activity
evening,23.3,45.28,127.33561137569664,440.4706050708641,671.6823457764402,613.511752622656,2.0,6431,maintenance_mode,very_dim,Low Activity
night,19.81,52.77,127.27609767129871,433.75790327259296,680.5425068149651,598.9930469568424,1.0,6847,heating_active,bright,Moderate Activity
morning,19.88,49.77,93.24133827127513,501.8058108373783,719.5616265326164,657.3671974334789,1.0,3856,heating_active,very_bright,Moderate Activity
evening,22.47,47.47,122.54990609335002,406.4552843118279,671.6462643204497,567.3573406485724,1.0,6847,maintenance_mode,very_bright,Low Activity
morning,20.09,52.0,94.68189327211498,511.404061162028,714.8003386887932,647.4222768684909,1.0,3856,maintenance_mode,very_bright,Moderate Activity
afternoon,21.17,47.01,109.16033425526322,439.32638428135783,669.6983554861552,608.1813308747262,2.0,6431,eco_mode,dim,Low Activity
morning,19.21,52.01,95.68570004715303,508.5445057968577,706.2868704968978,645.1006313496961,1.0,3856,ventilation_only,bright,Low Activity
morning,20.3,49.85,218.5721636846855,508.94724239059406,711.5070810351958,643.1084351299719,1.0,3856,heating_active,very_bright,High Activity
morning,18.69,43.34,70.13387929157385,580.3537469680301,748.6226878856754,698.1314043045934,0.0,2847,ventilation_only,very_bright,Moderate Activity
morning,19.79,51.31,85.5034103783378,487.719405280079,705.1441434584959,656.9538479998334,1.0,3856,eco_mode,bright,Moderate Activity
night,21.22,52.29,107.5906776871882,516.0087605325763,673.0526107539021,598.9783984473567,1.0,6817,heating_active,moderate,Moderate Activity
evening,20.51,51.16,41.79490162710914,444.35877445661544,670.6882478854444,589.5992701275271,1.0,7963,heating_active,very_dim,Low Activity
morning,20.02,51.34,91.05395645027556,497.09562865276456,709.606376556625,638.4656700942134,1.0,3856,off,bright,Moderate Activity
morning,15.86,46.635,67.86505039258421,609.0142066192507,761.7012495815917,714.9687413133057,0.0,5820,eco_mode,very_bright,Moderate Activity
morning,19.72,52.2,89.79993604849145,496.4257220348099,714.355379932462,638.412745949053,1.0,3856,off,bright,Moderate Activity
evening,21.81,46.56,138.67510962416517,450.80925264033544,667.070859682123,586.86964873903,2.0,2679,ventilation_only,moderate,Low Activity
afternoon,19.4,53.3,87.4100381614943,476.33584271870984,702.0808953057766,627.439513399829,2.0,3856,off,very_bright,Low Activity
afternoon,19.67,52.17,90.29436905599992,488.4566416937001,709.542679793977,637.3259206204945,2.0,3856,off,dim,Moderate Activity
evening,23.49,53.575,129.1777505638302,448.19602622105526,659.619094814047,593.4273189809794,1.0,9385,ventilation_only,very_bright,Low Activity
afternoon,19.69,52.47,86.0654589849898,495.92258032756206,509.5519407586878,641.4840330976165,2.0,3856,ventilation_only,bright,High Activity
afternoon,19.67,53.29,93.01843191499688,520.0523899813754,718.1818883058327,646.6399206701795,1.0,3856,off,bright,Low Activity
evening,23.85,49.85,119.72323242542606,446.02365095416656,671.2950559948654,617.7560412401615,1.0,4703,cooling_active,very_dim,Low Activity
afternoon,18.77,53.19,30.441842961452537,539.4860646967722,733.3249625569224,656.7213554024243,1.0,3856,ventilation_only,very_bright,Moderate Activity
afternoon,18.72,53.71,75.56111076305807,540.7817679769096,728.9174709372526,657.4521813965896,1.0,3856,cooling_active,very_bright,Moderate Activity
afternoon,19.04,53.34,79.0127302770271,503.0467524333073,717.695581864342,624.519036320638,1.0,3856,maintenance_mode,dim,Low Activity
afternoon,19.0,53.36,90.75106949809334,495.4550018718218,709.5791790321415,635.679470531257,1.0,3856,off,moderate,Low Activity
afternoon,18.84,54.3,94.72709437073472,460.2394045794766,700.7625418894119,634.0805916130093,2.0,3856,heating_active,bright,Moderate Activity
afternoon,18.84,52.0,99.16245591954522,449.74108022999206,697.3666619116625,636.1788241870153,1.0,3856,eco_mode,very_bright,Moderate Activity
afternoon,18.91,53.29,84.61870628356418,488.8504560324176,731.2100540773029,654.474258710582,1.0,3856,heating_active,very_bright,Low Activity
afternoon,18.82,52.93,70.42909202477355,506.6902521660234,724.8367745477989,680.3077744325409,1.0,3856,maintenance_mode,very_bright,Low Activity
morning,19.71,59.1,131.34980296287264,474.1780927647266,637.250256396695,563.5541462194799,2.0,8936,heating_active,bright,Low Activity
afternoon,18.68,52.0,26.20298433119572,537.4650976401015,737.5008228450936,676.5941847213054,1.0,3856,maintenance_mode,bright,Moderate Activity
afternoon,18.74,52.62,72.93276421952616,548.8503316836837,730.4771525361839,687.480571398654,1.0,3856,ventilation_only,bright,Low Activity
afternoon,18.85,52.01,60.779660767386375,551.4972587141933,738.7860861549649,686.92334502913,1.0,3856,eco_mode,very_bright,Moderate Activity
afternoon,18.73,52.16,71.2535389086909,566.6880356820081,737.8016155123489,686.5672981559891,1.0,3856,ventilation_only,very_dim,Moderate Activity
afternoon,19.3,46.45,82.88684776711112,527.6879526138428,486.7118540922714,664.3129955317415,0.0,6431,cooling_active,very_bright,Low Activity
afternoon,19.92,52.0,66.25950811388611,550.2394705376245,744.3015049781176,672.1956932569933,0.0,3856,heating_active,moderate,Moderate Activity
night,21.2,53.64,123.9022316546306,457.2649167779538,581.7505916105267,522.061562485683,4.0,7058,off,very_bright,Low Activity
night,21.39,53.67,124.4688581808485,423.7554526085446,664.5733748273839,591.0833067759417,2.0,9385,cooling_active,bright,Low Activity
afternoon,20.11,52.0,67.60943855842335,545.280148038656,734.7698576028208,661.477833979246,0.0,3856,off,very_bright,Low Activity
morning,15.97,45.33,70.10006875878668,607.7176511682264,766.3804345796153,718.2264234066976,0.0,1374,heating_active,very_bright,Low Activity
afternoon,20.4,52.0,78.36810134810722,508.811432256337,717.9336157390436,668.3677197898331,1.0,3856,off,very_bright,Moderate Activity
evening,23.38,49.59,134.46864373290134,394.27574648698373,547.6099897754442,474.23899127423095,4.0,7058,ventilation_only,bright,Low Activity
evening,21.02,53.2,109.79164021134784,431.12513813058,534.750249589959,606.9550774369684,3.0,7241,ventilation_only,very_bright,Low Activity
afternoon,20.64,50.92,81.97560763840104,527.9978180262688,717.9425913973473,651.4515139428163,1.0,3856,ventilation_only,very_bright,Low Activity
evening,22.64,49.68,120.16700014014744,465.9692561254277,676.9626080066431,610.5754076767308,1.0,1374,off,moderate,Moderate Activity
